,QSV_score_german,QSV_score_italian,QSV_score_french,QSV_score_chinese,QSV_score_spanish,normalized_QSV_score_german,normalized_QSV_score_italian,normalized_QSV_score_french,normalized_QSV_score_chinese,normalized_QSV_score_spanish
0,1.7235895256842995,1.4663408831158435,1.4901669946151188,1.4701782849917255,1.317554314497414,0.31711039628612286,0.30390896704548304,0.22385940822627604,0.25155645770623275,0.19981520942931297
1,0.3706294600260185,0.27356659626540747,0.25599101211895914,0.23702244371638354,0.08601428695275598,0.06818935320316508,0.05669850895277843,0.03845609028469771,0.04055598354760351,0.013044595256730641
2,0.8548709356179167,0.7465916328315358,0.509845946986938,0.632651865526008,1.262807005621667,0.1572813347537945,0.15473611528616665,0.07659128969538061,0.10825058693739188,0.19151244356354935
3,0.3119787891798424,0.09983500612288139,0.18989438934506933,0.42187836383043464,0.23564668560468457,0.05739865321495658,0.02069147354148168,0.028526766314037638,0.07218595722129219,0.03573726814699443
4,0.6707195700255347,0.16094849000472936,0.7675628883118333,1.5421823102416197,1.1712357918884004,0.1234006969050315,0.03335765230860257,0.11530665661959422,0.2638767849191704,0.177625106207906
5,0.909328673671934,0.5541730045276443,0.9148732998078232,0.9679876781892258,0.7564959480585408,0.1673006082744427,0.11485606608240687,0.13743627139580847,0.16562858662405894,0.11472725991672253
6,0.4075313824256881,0.6717587624348025,0.4701992178063096,0.5778724830582904,0.1754915508509252,0.07497866299038547,0.13922650179507023,0.07063538450854266,0.09887750099972854,0.026614372250550106
7,0.5008202223660257,0.30840632745159974,0.14550172525919836,0.4163788783180247,0.5361751975273515,0.09214218165983676,0.06391927653748848,0.021857906013304933,0.07124496175915586,0.08131426401620369
8,1.2372847975312318,0.7576192542625655,0.8899454243716522,1.1021513539374008,0.44161877182697895,0.2276388122677591,0.15702166367171766,0.13369149684124865,0.1885848085793087,0.06697420091875611
9,0.43030462550933657,0.5754095189387399,0.5338362118901744,2.846842502848193,1.5284994766010498,0.07916854232729363,0.11925747589961697,0.08019521229186596,0.48711208904032194,0.23180633972280423
